date,product,sales,stock_level,vendor,lead_time_days,unit_price,reorder_point,reorder_qty,promotion
2025-02-07,Running Shoes,18,349,Vendor_C,7,2200,189,0,False
2025-02-08,Running Shoes,28,321,Vendor_C,7,2200,189,0,False
2025-02-09,Running Shoes,25,296,Vendor_C,7,2200,189,0,False
2025-02-10,Running Shoes,17,279,Vendor_C,7,2200,189,0,False
2025-02-11,Running Shoes,18,261,Vendor_C,7,2200,189,0,False
2025-02-12,Running Shoes,25,236,Vendor_C,7,2200,189,0,True
2025-02-13,Running Shoes,21,215,Vendor_C,7,2200,189,0,False
2025-02-14,Running Shoes,17,198,Vendor_C,7,2200,189,0,False
2025-02-15,Running Shoes,19,424,Vendor_C,7,2200,189,245,False
2025-02-16,Running Shoes,23,401,Vendor_C,7,2200,189,0,False
2025-02-17,Running Shoes,17,384,Vendor_C,7,2200,189,0,False
2025-02-18,Running Shoes,20,364,Vendor_C,7,2200,189,0,False
2025-02-19,Running Shoes,22,342,Vendor_C,7,2200,189,0,False
2025-02-20,Running Shoes,22,320,Vendor_C,7,2200,189,0,False
2025-02-21,Running Shoes,19,301,Vendor_C,7,2200,189,0,False
2025-02-22,Running Shoes,23,278,Vendor_C,7,2200,189,0,False
2025-02-23,Running Shoes,23,255,Vendor_C,7,2200,189,0,False
2025-02-24,Running Shoes,10,245,Vendor_C,7,2200,189,0,False
2025-02-25,Running Shoes,19,226,Vendor_C,7,2200,189,0,False
2025-02-26,Running Shoes,20,206,Vendor_C,7,2200,189,0,False
2025-02-27,Running Shoes,18,358,Vendor_C,7,2200,189,170,False
2025-02-28,Running Shoes,16,342,Vendor_C,7,2200,189,0,False
2025-03-01,Running Shoes,28,314,Vendor_C,7,2200,189,0,False
2025-03-02,Running Shoes,24,290,Vendor_C,7,2200,189,0,False
2025-03-03,Running Shoes,13,277,Vendor_C,7,2200,189,0,False
2025-03-04,Running Shoes,19,258,Vendor_C,7,2200,189,0,False
2025-03-05,Running Shoes,17,241,Vendor_C,7,2200,189,0,False
2025-03-06,Running Shoes,31,210,Vendor_C,7,2200,189,0,True
2025-03-07,Running Shoes,18,192,Vendor_C,7,2200,189,0,False
2025-03-08,Running Shoes,25,342,Vendor_C,7,2200,189,175,False
2025-03-09,Running Shoes,24,318,Vendor_C,7,2200,189,0,False
2025-03-10,Running Shoes,16,302,Vendor_C,7,2200,189,0,False
2025-03-11,Running Shoes,21,281,Vendor_C,7,2200,189,0,False
2025-03-12,Running Shoes,23,258,Vendor_C,7,2200,189,0,False
2025-03-13,Running Shoes,23,235,Vendor_C,7,2200,189,0,False
2025-03-14,Running Shoes,17,218,Vendor_C,7,2200,189,0,False
2025-03-15,Running Shoes,27,191,Vendor_C,7,2200,189,0,False
2025-03-16,Running Shoes,44,341,Vendor_C,7,2200,189,194,True
2025-03-17,Running Shoes,33,308,Vendor_C,7,2200,189,0,True
2025-03-18,Running Shoes,21,287,Vendor_C,7,2200,189,0,False
2025-03-19,Running Shoes,15,272,Vendor_C,7,2200,189,0,False
2025-03-20,Running Shoes,21,251,Vendor_C,7,2200,189,0,False
2025-03-21,Running Shoes,18,233,Vendor_C,7,2200,189,0,False
2025-03-22,Running Shoes,23,210,Vendor_C,7,2200,189,0,False
2025-03-23,Running Shoes,26,315,Vendor_C,7,2200,189,131,False
2025-03-24,Running Shoes,23,292,Vendor_C,7,2200,189,0,False
2025-03-25,Running Shoes,26,266,Vendor_C,7,2200,189,0,False
2025-03-26,Running Shoes,14,252,Vendor_C,7,2200,189,0,False
2025-03-27,Running Shoes,22,230,Vendor_C,7,2200,189,0,False
2025-03-28,Running Shoes,21,209,Vendor_C,7,2200,189,0,False
2025-03-29,Running Shoes,28,364,Vendor_C,7,2200,189,183,False
2025-03-30,Running Shoes,25,339,Vendor_C,7,2200,189,0,False
2025-03-31,Running Shoes,33,306,Vendor_C,7,2200,189,0,True
2025-04-01,Running Shoes,19,287,Vendor_C,7,2200,189,0,False
2025-04-02,Running Shoes,15,272,Vendor_C,7,2200,189,0,False
2025-04-03,Running Shoes,21,251,Vendor_C,7,2200,189,0,False
2025-04-04,Running Shoes,16,235,Vendor_C,7,2200,189,0,False
2025-04-05,Running Shoes,27,208,Vendor_C,7,2200,189,0,False
2025-04-06,Running Shoes,29,301,Vendor_C,7,2200,189,122,False
2025-04-07,Running Shoes,16,285,Vendor_C,7,2200,189,0,False
2025-04-08,Running Shoes,19,266,Vendor_C,7,2200,189,0,False
2025-04-09,Running Shoes,22,244,Vendor_C,7,2200,189,0,False
2025-04-10,Running Shoes,18,226,Vendor_C,7,2200,189,0,False
2025-04-11,Running Shoes,27,199,Vendor_C,7,2200,189,0,False
2025-04-12,Running Shoes,25,295,Vendor_C,7,2200,189,121,False
2025-04-13,Running Shoes,22,273,Vendor_C,7,2200,189,0,False
2025-04-14,Running Shoes,34,239,Vendor_C,7,2200,189,0,True
2025-04-15,Running Shoes,19,220,Vendor_C,7,2200,189,0,False
2025-04-16,Running Shoes,21,199,Vendor_C,7,2200,189,0,False
2025-04-17,Running Shoes,18,408,Vendor_C,7,2200,189,227,False
2025-04-18,Running Shoes,21,387,Vendor_C,7,2200,189,0,False
2025-04-19,Running Shoes,22,365,Vendor_C,7,2200,189,0,False
2025-04-20,Running Shoes,23,342,Vendor_C,7,2200,189,0,False
2025-04-21,Running Shoes,21,321,Vendor_C,7,2200,189,0,False
2025-04-22,Running Shoes,24,297,Vendor_C,7,2200,189,0,False
2025-04-23,Running Shoes,22,275,Vendor_C,7,2200,189,0,False
2025-04-24,Running Shoes,19,256,Vendor_C,7,2200,189,0,False
2025-04-25,Running Shoes,16,240,Vendor_C,7,2200,189,0,False
2025-04-26,Running Shoes,29,211,Vendor_C,7,2200,189,0,False
2025-04-27,Running Shoes,26,369,Vendor_C,7,2200,189,184,False
2025-04-28,Running Shoes,20,349,Vendor_C,7,2200,189,0,False
2025-04-29,Running Shoes,24,325,Vendor_C,7,2200,189,0,False
2025-04-30,Running Shoes,19,306,Vendor_C,7,2200,189,0,False
2025-05-01,Running Shoes,20,286,Vendor_C,7,2200,189,0,False
2025-05-02,Running Shoes,20,266,Vendor_C,7,2200,189,0,False
2025-05-03,Running Shoes,26,240,Vendor_C,7,2200,189,0,False
2025-05-04,Running Shoes,38,202,Vendor_C,7,2200,189,0,True
2025-05-05,Running Shoes,14,406,Vendor_C,7,2200,189,218,False
2025-05-06,Running Shoes,20,386,Vendor_C,7,2200,189,0,False
2025-05-07,Running Shoes,29,357,Vendor_C,7,2200,189,0,True
2025-05-08,Running Shoes,18,339,Vendor_C,7,2200,189,0,False
2025-05-09,Running Shoes,21,318,Vendor_C,7,2200,189,0,False
2025-05-10,Running Shoes,22,296,Vendor_C,7,2200,189,0,False
2025-05-11,Running Shoes,48,248,Vendor_C,7,2200,189,0,True
2025-05-12,Running Shoes,25,223,Vendor_C,7,2200,189,0,False
2025-05-13,Running Shoes,19,204,Vendor_C,7,2200,189,0,False
2025-05-14,Running Shoes,21,394,Vendor_C,7,2200,189,211,False
2025-05-15,Running Shoes,18,376,Vendor_C,7,2200,189,0,False
2025-05-16,Running Shoes,26,350,Vendor_C,7,2200,189,0,True
2025-05-17,Running Shoes,39,311,Vendor_C,7,2200,189,0,True
2025-05-18,Running Shoes,31,280,Vendor_C,7,2200,189,0,False
2025-05-19,Running Shoes,20,260,Vendor_C,7,2200,189,0,False
2025-05-20,Running Shoes,15,245,Vendor_C,7,2200,189,0,False
2025-05-21,Running Shoes,21,224,Vendor_C,7,2200,189,0,False
2025-05-22,Running Shoes,25,199,Vendor_C,7,2200,189,0,False
2025-05-23,Running Shoes,17,320,Vendor_C,7,2200,189,138,False
2025-05-24,Running Shoes,22,298,Vendor_C,7,2200,189,0,False
2025-05-25,Running Shoes,41,257,Vendor_C,7,2200,189,0,True
2025-05-26,Running Shoes,25,232,Vendor_C,7,2200,189,0,False
2025-05-27,Running Shoes,16,216,Vendor_C,7,2200,189,0,False
2025-05-28,Running Shoes,19,197,Vendor_C,7,2200,189,0,False
2025-05-29,Running Shoes,24,321,Vendor_C,7,2200,189,148,False
2025-05-30,Running Shoes,36,285,Vendor_C,7,2200,189,0,True
2025-05-31,Running Shoes,26,259,Vendor_C,7,2200,189,0,False
2025-06-01,Running Shoes,33,226,Vendor_C,7,2200,189,0,False
2025-06-02,Running Shoes,19,207,Vendor_C,7,2200,189,0,False
2025-06-03,Running Shoes,20,359,Vendor_C,7,2200,189,172,False
2025-06-04,Running Shoes,14,345,Vendor_C,7,2200,189,0,False
2025-06-05,Running Shoes,24,321,Vendor_C,7,2200,189,0,False
2025-06-06,Running Shoes,22,299,Vendor_C,7,2200,189,0,False
2025-06-07,Running Shoes,26,273,Vendor_C,7,2200,189,0,False
2025-06-08,Running Shoes,24,249,Vendor_C,7,2200,189,0,False
2025-06-09,Running Shoes,20,229,Vendor_C,7,2200,189,0,False
2025-06-10,Running Shoes,18,211,Vendor_C,7,2200,189,0,False
2025-06-11,Running Shoes,19,192,Vendor_C,7,2200,189,0,False
2025-06-12,Running Shoes,21,337,Vendor_C,7,2200,189,166,False
2025-06-13,Running Shoes,22,315,Vendor_C,7,2200,189,0,False
2025-06-14,Running Shoes,28,287,Vendor_C,7,2200,189,0,False
2025-06-15,Running Shoes,24,263,Vendor_C,7,2200,189,0,False
2025-06-16,Running Shoes,15,248,Vendor_C,7,2200,189,0,False
2025-06-17,Running Shoes,16,232,Vendor_C,7,2200,189,0,False
2025-06-18,Running Shoes,25,207,Vendor_C,7,2200,189,0,False
2025-06-19,Running Shoes,19,412,Vendor_C,7,2200,189,224,False
2025-06-20,Running Shoes,20,392,Vendor_C,7,2200,189,0,False
2025-06-21,Running Shoes,29,363,Vendor_C,7,2200,189,0,False
2025-06-22,Running Shoes,25,338,Vendor_C,7,2200,189,0,False
2025-06-23,Running Shoes,35,303,Vendor_C,7,2200,189,0,True
2025-06-24,Running Shoes,19,284,Vendor_C,7,2200,189,0,False
2025-06-25,Running Shoes,18,266,Vendor_C,7,2200,189,0,False
2025-06-26,Running Shoes,26,240,Vendor_C,7,2200,189,0,False
2025-06-27,Running Shoes,23,217,Vendor_C,7,2200,189,0,False
2025-06-28,Running Shoes,30,381,Vendor_C,7,2200,189,194,False
2025-06-29,Running Shoes,23,358,Vendor_C,7,2200,189,0,False
2025-06-30,Running Shoes,18,340,Vendor_C,7,2200,189,0,False
2025-07-01,Running Shoes,20,320,Vendor_C,7,2200,189,0,False
2025-07-02,Running Shoes,19,301,Vendor_C,7,2200,189,0,False
2025-07-03,Running Shoes,23,278,Vendor_C,7,2200,189,0,False
2025-07-04,Running Shoes,22,256,Vendor_C,7,2200,189,0,False
2025-07-05,Running Shoes,31,225,Vendor_C,7,2200,189,0,False
2025-07-06,Running Shoes,25,200,Vendor_C,7,2200,189,0,False
2025-07-07,Running Shoes,21,421,Vendor_C,7,2200,189,242,False
2025-07-08,Running Shoes,24,397,Vendor_C,7,2200,189,0,False
2025-07-09,Running Shoes,19,378,Vendor_C,7,2200,189,0,False
2025-07-10,Running Shoes,18,360,Vendor_C,7,2200,189,0,False
2025-07-11,Running Shoes,24,336,Vendor_C,7,2200,189,0,False
2025-07-12,Running Shoes,20,316,Vendor_C,7,2200,189,0,False
2025-07-13,Running Shoes,31,285,Vendor_C,7,2200,189,0,False
2025-07-14,Running Shoes,19,266,Vendor_C,7,2200,189,0,False
2025-07-15,Running Shoes,20,246,Vendor_C,7,2200,189,0,False
2025-07-16,Running Shoes,37,209,Vendor_C,7,2200,189,0,True
2025-07-17,Running Shoes,23,341,Vendor_C,7,2200,189,155,False
2025-07-18,Running Shoes,16,325,Vendor_C,7,2200,189,0,False
2025-07-19,Running Shoes,24,301,Vendor_C,7,2200,189,0,False
2025-07-20,Running Shoes,27,274,Vendor_C,7,2200,189,0,False
2025-07-21,Running Shoes,23,251,Vendor_C,7,2200,189,0,False
2025-07-22,Running Shoes,35,216,Vendor_C,7,2200,189,0,True
2025-07-23,Running Shoes,21,195,Vendor_C,7,2200,189,0,False
2025-07-24,Running Shoes,19,334,Vendor_C,7,2200,189,158,False
2025-07-25,Running Shoes,26,308,Vendor_C,7,2200,189,0,False
2025-07-26,Running Shoes,27,281,Vendor_C,7,2200,189,0,False
2025-07-27,Running Shoes,30,251,Vendor_C,7,2200,189,0,False
2025-07-28,Running Shoes,20,231,Vendor_C,7,2200,189,0,False
2025-07-29,Running Shoes,17,214,Vendor_C,7,2200,189,0,False
2025-07-30,Running Shoes,15,199,Vendor_C,7,2200,189,0,False
2025-07-31,Running Shoes,22,356,Vendor_C,7,2200,189,179,False
2025-08-01,Running Shoes,23,333,Vendor_C,7,2200,189,0,False
2025-08-02,Running Shoes,31,302,Vendor_C,7,2200,189,0,False
2025-08-03,Running Shoes,27,275,Vendor_C,7,2200,189,0,False
2025-08-04,Running Shoes,20,255,Vendor_C,7,2200,189,0,False
2025-08-05,Running Shoes,22,233,Vendor_C,7,2200,189,0,False
2025-08-06,Running Shoes,17,216,Vendor_C,7,2200,189,0,False
2025-08-07,Running Shoes,22,194,Vendor_C,7,2200,189,0,False
2025-08-08,Running Shoes,22,299,Vendor_C,7,2200,189,127,False
2025-08-09,Running Shoes,27,272,Vendor_C,7,2200,189,0,False
2025-08-10,Running Shoes,27,245,Vendor_C,7,2200,189,0,False
2025-08-11,Running Shoes,25,220,Vendor_C,7,2200,189,0,False
2025-08-12,Running Shoes,22,198,Vendor_C,7,2200,189,0,False
2025-08-13,Running Shoes,20,316,Vendor_C,7,2200,189,138,False
2025-08-14,Running Shoes,16,300,Vendor_C,7,2200,189,0,False
2025-08-15,Running Shoes,17,283,Vendor_C,7,2200,189,0,False
2025-08-16,Running Shoes,29,254,Vendor_C,7,2200,189,0,False
2025-08-17,Running Shoes,25,229,Vendor_C,7,2200,189,0,False
2025-08-18,Running Shoes,20,209,Vendor_C,7,2200,189,0,False
2025-08-19,Running Shoes,21,390,Vendor_C,7,2200,189,202,False
2025-08-20,Running Shoes,26,364,Vendor_C,7,2200,189,0,False
2025-08-21,Running Shoes,24,340,Vendor_C,7,2200,189,0,False
2025-08-22,Running Shoes,21,319,Vendor_C,7,2200,189,0,False
2025-08-23,Running Shoes,32,287,Vendor_C,7,2200,189,0,False
2025-08-24,Running Shoes,30,257,Vendor_C,7,2200,189,0,False
2025-08-25,Running Shoes,16,241,Vendor_C,7,2200,189,0,False
2025-08-26,Running Shoes,25,216,Vendor_C,7,2200,189,0,False
2025-08-27,Running Shoes,22,194,Vendor_C,7,2200,189,0,False
2025-08-28,Running Shoes,15,352,Vendor_C,7,2200,189,173,False
2025-08-29,Running Shoes,24,328,Vendor_C,7,2200,189,0,False
2025-08-30,Running Shoes,29,299,Vendor_C,7,2200,189,0,False
2025-08-31,Running Shoes,28,271,Vendor_C,7,2200,189,0,False
2025-09-01,Running Shoes,23,248,Vendor_C,7,2200,189,0,False
2025-09-02,Running Shoes,21,227,Vendor_C,7,2200,189,0,False
2025-09-03,Running Shoes,22,205,Vendor_C,7,2200,189,0,False
2025-09-04,Running Shoes,21,434,Vendor_C,7,2200,189,250,False
2025-09-05,Running Shoes,21,413,Vendor_C,7,2200,189,0,False
2025-09-06,Running Shoes,24,389,Vendor_C,7,2200,189,0,False
2025-09-07,Running Shoes,29,360,Vendor_C,7,2200,189,0,False
2025-09-08,Running Shoes,27,333,Vendor_C,7,2200,189,0,False
2025-09-09,Running Shoes,20,313,Vendor_C,7,2200,189,0,False
2025-09-10,Running Shoes,19,294,Vendor_C,7,2200,189,0,False
2025-09-11,Running Shoes,20,274,Vendor_C,7,2200,189,0,False
2025-09-12,Running Shoes,17,257,Vendor_C,7,2200,189,0,False
2025-09-13,Running Shoes,27,230,Vendor_C,7,2200,189,0,False
2025-09-14,Running Shoes,28,202,Vendor_C,7,2200,189,0,False
2025-09-15,Running Shoes,21,399,Vendor_C,7,2200,189,218,False
2025-09-16,Running Shoes,24,375,Vendor_C,7,2200,189,0,False
2025-09-17,Running Shoes,19,356,Vendor_C,7,2200,189,0,False
2025-09-18,Running Shoes,20,336,Vendor_C,7,2200,189,0,False
2025-09-19,Running Shoes,18,318,Vendor_C,7,2200,189,0,False
2025-09-20,Running Shoes,26,292,Vendor_C,7,2200,189,0,False
2025-09-21,Running Shoes,21,271,Vendor_C,7,2200,189,0,False
2025-09-22,Running Shoes,37,234,Vendor_C,7,2200,189,0,True
2025-09-23,Running Shoes,18,216,Vendor_C,7,2200,189,0,False
2025-09-24,Running Shoes,19,197,Vendor_C,7,2200,189,0,False
2025-09-25,Running Shoes,22,327,Vendor_C,7,2200,189,152,False
2025-09-26,Running Shoes,19,308,Vendor_C,7,2200,189,0,False
2025-09-27,Running Shoes,25,283,Vendor_C,7,2200,189,0,False
2025-09-28,Running Shoes,42,241,Vendor_C,7,2200,189,0,True
2025-09-29,Running Shoes,20,221,Vendor_C,7,2200,189,0,False
2025-09-30,Running Shoes,22,199,Vendor_C,7,2200,189,0,False
2025-10-01,Running Shoes,33,305,Vendor_C,7,2200,189,139,False
2025-10-02,Running Shoes,28,277,Vendor_C,7,2200,189,0,False
2025-10-03,Running Shoes,30,247,Vendor_C,7,2200,189,0,False
2025-10-04,Running Shoes,38,209,Vendor_C,7,2200,189,0,False
2025-10-05,Running Shoes,44,295,Vendor_C,7,2200,189,130,False
2025-10-06,Running Shoes,35,260,Vendor_C,7,2200,189,0,False
2025-10-07,Running Shoes,27,233,Vendor_C,7,2200,189,0,False
2025-10-08,Running Shoes,31,202,Vendor_C,7,2200,189,0,False
2025-10-09,Running Shoes,31,380,Vendor_C,7,2200,189,209,False
2025-10-10,Running Shoes,29,351,Vendor_C,7,2200,189,0,False
2025-10-11,Running Shoes,38,313,Vendor_C,7,2200,189,0,False
2025-10-12,Running Shoes,37,276,Vendor_C,7,2200,189,0,False
2025-10-13,Running Shoes,29,247,Vendor_C,7,2200,189,0,False
2025-10-14,Running Shoes,23,224,Vendor_C,7,2200,189,0,False
2025-10-15,Running Shoes,33,191,Vendor_C,7,2200,189,0,False
2025-10-16,Running Shoes,32,390,Vendor_C,7,2200,189,231,False
2025-10-17,Running Shoes,30,360,Vendor_C,7,2200,189,0,False
2025-10-18,Running Shoes,38,322,Vendor_C,7,2200,189,0,False
2025-10-19,Running Shoes,38,284,Vendor_C,7,2200,189,0,False
2025-10-20,Running Shoes,37,247,Vendor_C,7,2200,189,0,False
2025-10-21,Running Shoes,36,211,Vendor_C,7,2200,189,0,False
2025-10-22,Running Shoes,29,378,Vendor_C,7,2200,189,196,False
2025-10-23,Running Shoes,28,350,Vendor_C,7,2200,189,0,False
2025-10-24,Running Shoes,29,321,Vendor_C,7,2200,189,0,False
2025-10-25,Running Shoes,39,282,Vendor_C,7,2200,189,0,False
2025-10-26,Running Shoes,37,245,Vendor_C,7,2200,189,0,False
2025-10-27,Running Shoes,32,213,Vendor_C,7,2200,189,0,False
2025-10-28,Running Shoes,30,338,Vendor_C,7,2200,189,155,False
2025-10-29,Running Shoes,30,308,Vendor_C,7,2200,189,0,False
2025-10-30,Running Shoes,48,260,Vendor_C,7,2200,189,0,True
2025-10-31,Running Shoes,33,227,Vendor_C,7,2200,189,0,False
2025-11-01,Running Shoes,38,379,Vendor_C,7,2200,189,190,False
2025-11-02,Running Shoes,48,331,Vendor_C,7,2200,189,0,False
2025-11-03,Running Shoes,32,299,Vendor_C,7,2200,189,0,False
2025-11-04,Running Shoes,31,268,Vendor_C,7,2200,189,0,False
2025-11-05,Running Shoes,51,217,Vendor_C,7,2200,189,0,True
2025-11-06,Running Shoes,36,353,Vendor_C,7,2200,189,172,False
2025-11-07,Running Shoes,29,324,Vendor_C,7,2200,189,0,False
2025-11-08,Running Shoes,42,282,Vendor_C,7,2200,189,0,False
2025-11-09,Running Shoes,42,240,Vendor_C,7,2200,189,0,False
2025-11-10,Running Shoes,34,206,Vendor_C,7,2200,189,0,False
2025-11-11,Running Shoes,30,369,Vendor_C,7,2200,189,193,False
2025-11-12,Running Shoes,34,335,Vendor_C,7,2200,189,0,False
2025-11-13,Running Shoes,29,306,Vendor_C,7,2200,189,0,False
2025-11-14,Running Shoes,25,281,Vendor_C,7,2200,189,0,False
2025-11-15,Running Shoes,36,245,Vendor_C,7,2200,189,0,False
2025-11-16,Running Shoes,41,204,Vendor_C,7,2200,189,0,False
2025-11-17,Running Shoes,34,400,Vendor_C,7,2200,189,230,False
2025-11-18,Running Shoes,32,368,Vendor_C,7,2200,189,0,False
2025-11-19,Running Shoes,32,336,Vendor_C,7,2200,189,0,False
2025-11-20,Running Shoes,33,303,Vendor_C,7,2200,189,0,False
2025-11-21,Running Shoes,33,270,Vendor_C,7,2200,189,0,False
2025-11-22,Running Shoes,45,225,Vendor_C,7,2200,189,0,False
2025-11-23,Running Shoes,40,316,Vendor_C,7,2200,189,131,False
2025-11-24,Running Shoes,33,283,Vendor_C,7,2200,189,0,False
2025-11-25,Running Shoes,36,247,Vendor_C,7,2200,189,0,False
2025-11-26,Running Shoes,33,214,Vendor_C,7,2200,189,0,False
2025-11-27,Running Shoes,35,315,Vendor_C,7,2200,189,136,False
2025-11-28,Running Shoes,30,285,Vendor_C,7,2200,189,0,False
2025-11-29,Running Shoes,44,241,Vendor_C,7,2200,189,0,False
2025-11-30,Running Shoes,44,197,Vendor_C,7,2200,189,0,False
2025-12-01,Running Shoes,27,395,Vendor_C,7,2200,189,225,False
2025-12-02,Running Shoes,32,363,Vendor_C,7,2200,189,0,False
2025-12-03,Running Shoes,32,331,Vendor_C,7,2200,189,0,False
2025-12-04,Running Shoes,34,297,Vendor_C,7,2200,189,0,False
2025-12-05,Running Shoes,32,265,Vendor_C,7,2200,189,0,False
2025-12-06,Running Shoes,49,216,Vendor_C,7,2200,189,0,False
2025-12-07,Running Shoes,72,342,Vendor_C,7,2200,189,198,True
2025-12-08,Running Shoes,34,308,Vendor_C,7,2200,189,0,False
2025-12-09,Running Shoes,33,275,Vendor_C,7,2200,189,0,False
2025-12-10,Running Shoes,28,247,Vendor_C,7,2200,189,0,False
2025-12-11,Running Shoes,32,215,Vendor_C,7,2200,189,0,False
2025-12-12,Running Shoes,32,398,Vendor_C,7,2200,189,215,False
2025-12-13,Running Shoes,49,349,Vendor_C,7,2200,189,0,False
2025-12-14,Running Shoes,43,306,Vendor_C,7,2200,189,0,False
2025-12-15,Running Shoes,55,251,Vendor_C,7,2200,189,0,True
2025-12-16,Running Shoes,50,201,Vendor_C,7,2200,189,0,True
2025-12-17,Running Shoes,35,337,Vendor_C,7,2200,189,171,False
2025-12-18,Running Shoes,25,312,Vendor_C,7,2200,189,0,False
2025-12-19,Running Shoes,36,276,Vendor_C,7,2200,189,0,False
2025-12-20,Running Shoes,39,237,Vendor_C,7,2200,189,0,False
2025-12-21,Running Shoes,38,199,Vendor_C,7,2200,189,0,False
2025-12-22,Running Shoes,32,343,Vendor_C,7,2200,189,176,False
2025-12-23,Running Shoes,34,309,Vendor_C,7,2200,189,0,False
2025-12-24,Running Shoes,32,277,Vendor_C,7,2200,189,0,False
2025-12-25,Running Shoes,29,248,Vendor_C,7,2200,189,0,False
2025-12-26,Running Shoes,34,214,Vendor_C,7,2200,189,0,False
2025-12-27,Running Shoes,40,365,Vendor_C,7,2200,189,191,False
2025-12-28,Running Shoes,41,324,Vendor_C,7,2200,189,0,False
2025-12-29,Running Shoes,30,294,Vendor_C,7,2200,189,0,False
2025-12-30,Running Shoes,33,261,Vendor_C,7,2200,189,0,False
2025-12-31,Running Shoes,32,229,Vendor_C,7,2200,189,0,False
2025-01-01,Casual Sneakers,25,273,Vendor_B,5,1800,187,0,False
2025-01-02,Casual Sneakers,47,226,Vendor_B,5,1800,187,0,True
2025-01-03,Casual Sneakers,36,190,Vendor_B,5,1800,187,0,True
2025-01-04,Casual Sneakers,36,377,Vendor_B,5,1800,187,223,False
2025-01-05,Casual Sneakers,24,353,Vendor_B,5,1800,187,0,False
2025-01-06,Casual Sneakers,21,332,Vendor_B,5,1800,187,0,False
2025-01-07,Casual Sneakers,25,307,Vendor_B,5,1800,187,0,False
2025-01-08,Casual Sneakers,24,283,Vendor_B,5,1800,187,0,False
2025-01-09,Casual Sneakers,26,257,Vendor_B,5,1800,187,0,False
2025-01-10,Casual Sneakers,24,233,Vendor_B,5,1800,187,0,False
2025-01-11,Casual Sneakers,32,201,Vendor_B,5,1800,187,0,False
2025-01-12,Casual Sneakers,32,295,Vendor_B,5,1800,187,126,False
2025-01-13,Casual Sneakers,25,270,Vendor_B,5,1800,187,0,False
2025-01-14,Casual Sneakers,25,245,Vendor_B,5,1800,187,0,False
2025-01-15,Casual Sneakers,24,221,Vendor_B,5,1800,187,0,False
2025-01-16,Casual Sneakers,24,197,Vendor_B,5,1800,187,0,False
2025-01-17,Casual Sneakers,24,380,Vendor_B,5,1800,187,207,False
2025-01-18,Casual Sneakers,33,347,Vendor_B,5,1800,187,0,False
2025-01-19,Casual Sneakers,33,314,Vendor_B,5,1800,187,0,False
2025-01-20,Casual Sneakers,23,291,Vendor_B,5,1800,187,0,False
